'roomId','roomName','price','reviewSummary','type','location','reviewNum','monthMin'
54,'54-Hellen McDermott',69,'1.0','Shared Room','Seattle',52,true'
55,'55-Grace Wiza',146,'2.2','Shared Room','San Francisco',71,true'
56,'56-Karl McLaughlin',74,'2.2','Private Room','San Francisco',102,false'
57,'57-Rossie Rohan',178,'0.1','Entire Home','New York',97,false'
58,'58-Mrs. Destiney Runolfsdottir',185,'4.5','Shared Room','New York',85,true'
59,'59-Adan Fisher',128,'1.0','Entire Home','San Francisco',14,false'
60,'60-Kaylin Gerhold MD',149,'2.9','Shared Room','Houston',41,true'
61,'61-Jon Gislason',97,'4.5','Shared Room','Austin',26,false'
62,'62-Jamar Lueilwitz PhD',120,'4.8','Shared Room','Paris',40,true'
63,'63-Angie Marks',186,'3.8','Private Room','Paris',58,false'
64,'64-Gabriella Schmitt Jr.',194,'3.8','Entire Home','Houston',98,false'
65,'65-Ollie Oberbrunner',145,'1.3','Private Room','Los Angeles',14,false'
66,'66-Trey Haley',130,'3.9','Entire Home','Paris',6,false'
67,'67-Leonora Dooley',199,'0.8','Entire Home','Los Angeles',33,false'
68,'68-Curtis Bogan',128,'3.9','Entire Home','Paris',113,false'
69,'69-Julio Greenholt',103,'3.1','Entire Home','Paris',90,false'
70,'70-Brendon Goodwin',59,'1.9','Private Room','Los Angeles',69,false'
71,'71-Jacques Kutch',114,'0.2','Private Room','Seattle',116,false'
72,'72-Gordon Gusikowski',76,'1.0','Shared Room','San Francisco',44,true'
73,'73-Emely Will',81,'2.0','Private Room','Houston',1,false'
74,'74-Jakayla Macejkovic',96,'4.6','Private Room','San Francisco',86,true'
75,'75-Robyn Kertzmann',162,'2.8','Entire Home','Boston',82,false'
76,'76-Vaughn Lockman',106,'1.7','Shared Room','Houston',84,true'
77,'77-Blaze Williamson',150,'0.9','Private Room','Paris',39,false'
78,'78-Mr. Delfina Deckow',129,'1.8','Shared Room','Paris',50,true'
79,'79-Dylan Ankunding',122,'0.5','Shared Room','Paris',53,false'
80,'80-Miss Agustina Brown',68,'4.3','Entire Home','Houston',7,false'
81,'81-Miss Joshuah Bogan',103,'3.4','Private Room','Austin',108,true'
82,'82-Murphy Olson',101,'1.0','Private Room','Austin',95,true'
83,'83-Terrance Aufderhar',119,'3.1','Entire Home','Paris',108,false'
84,'84-Bradly Wolff',88,'4.2','Private Room','Houston',22,false'
85,'85-Ignatius Will MD',58,'3.5','Private Room','Paris',40,true'
86,'86-Charlene Skiles',149,'4.4','Entire Home','Seattle',86,true'
87,'87-Deangelo Gutmann',184,'4.6','Private Room','Houston',96,false'
88,'88-Grady Bogisich',174,'2.9','Entire Home','Los Angeles',9,false'
89,'89-Giovanny Hills',50,'3.3','Shared Room','Boston',19,true'
90,'90-Joanny Rempel',104,'3.0','Entire Home','Seattle',112,true'
91,'91-Bertram Morar III',165,'0.3','Private Room','Paris',112,false'
92,'92-Leilani Ankunding',123,'0.9','Private Room','San Francisco',48,true'
93,'93-Fidel Anderson',146,'2.9','Shared Room','Boston',48,true'
94,'94-Sarah Cruickshank',123,'3.0','Entire Home','Houston',88,true'
95,'95-Esther Herzog DVM',142,'2.1','Entire Home','Houston',37,true'
96,'96-Nicole Daugherty',132,'1.4','Entire Home','New York',86,false'
97,'97-Mike Baumbach',111,'3.3','Private Room','Los Angeles',118,true'
98,'98-Vance Schaefer',67,'3.9','Shared Room','Paris',29,false'
99,'99-Miss Madalyn Schneider',123,'3.1','Private Room','Paris',23,true'
100,'100-Louisa Jakubowski',97,'3.3','Entire Home','Boston',73,false'
101,'101-Ines Zemlak',60,'0.6','Entire Home','Austin',104,false'
102,'102-Ricardo Daniel',121,'3.0','Private Room','Austin',84,true'
103,'103-Irwin Larkin',123,'3.9','Shared Room','Los Angeles',108,false'
104,'104-Wilber Berge',164,'3.3','Entire Home','Austin',40,false'
105,'105-Rosina Walter',139,'1.7','Private Room','Houston',70,true'
106,'106-Joseph Yost',156,'0.0','Entire Home','Los Angeles',14,true'
107,'107-Breanne Bradtke V',55,'5.0','Shared Room','New York',113,true'
108,'108-Mr. Maud Jast',54,'0.1','Private Room','San Francisco',30,true'
109,'109-Soledad Goodwin',90,'2.4','Entire Home','Houston',7,false'
110,'110-Melyssa Towne',61,'1.0','Private Room','Los Angeles',45,false'
111,'111-Myles Satterfield',95,'1.8','Shared Room','San Francisco',3,false'
112,'112-Billie Shanahan',79,'1.6','Entire Home','Austin',45,true'
113,'113-Karlie Gusikowski',175,'2.9','Private Room','Los Angeles',91,true'
114,'114-Oral Gislason',157,'1.5','Entire Home','Paris',17,false'
115,'115-Jacky Johnston',189,'1.8','Shared Room','Boston',86,false'
116,'116-Robyn Ryan',191,'0.0','Private Room','New York',61,false'
117,'117-Troy Leffler',54,'0.4','Entire Home','Boston',47,false'
118,'118-Estella Sipes',85,'1.2','Entire Home','Paris',74,true'
119,'119-Kiarra Rosenbaum',153,'4.4','Private Room','Seattle',44,false'
120,'120-Noelia Paucek',132,'1.5','Private Room','Los Angeles',62,true'
121,'121-Nedra Heaney',157,'1.5','Private Room','San Francisco',113,true'
122,'122-Marion Emmerich Jr.',167,'0.8','Entire Home','Los Angeles',8,true'
123,'123-Alanis Huel',195,'2.8','Shared Room','New York',109,true'
124,'124-Deon Schowalter',85,'1.4','Shared Room','Houston',45,false'
125,'125-Thurman Jenkins MD',115,'4.1','Shared Room','Boston',76,false'
126,'126-Ms. Bettie Lind',188,'1.8','Private Room','Los Angeles',8,true'
127,'127-Terrell Lesch',159,'0.0','Private Room','San Francisco',110,false'
128,'128-Jayce Quigley II',55,'3.4','Entire Home','Paris',44,false'
129,'129-Carroll Mraz DVM',143,'4.4','Entire Home','Paris',77,true'
130,'130-Adele Effertz III',88,'2.4','Private Room','Seattle',65,true'
131,'131-Alysa Lindgren',97,'4.2','Private Room','Seattle',117,true'
132,'132-Wava Senger',186,'1.6','Private Room','Los Angeles',52,true'
133,'133-Ursula Ritchie',191,'3.6','Shared Room','San Francisco',57,true'
134,'134-Francesca Berge',159,'0.9','Shared Room','New York',23,false'
135,'135-Nelle Ondricka',145,'4.2','Entire Home','Boston',67,false'
136,'136-Aiyana Lemke III',108,'3.2','Private Room','Paris',109,true'
137,'137-Margie Stiedemann',120,'4.8','Entire Home','San Francisco',41,false'
138,'138-Alberta Mueller IV',135,'0.2','Entire Home','Austin',9,false'
139,'139-Faustino Schamberger',79,'0.1','Private Room','Los Angeles',86,true'
140,'140-Lola Macejkovic',66,'3.3','Entire Home','Austin',7,false'
141,'141-Helmer Boyle',53,'0.1','Entire Home','Los Angeles',109,false'
142,'142-Bonnie Ortiz',199,'4.9','Shared Room','Austin',16,false'
143,'143-Ted Hackett',95,'3.0','Private Room','Boston',81,true'
144,'144-Cassandra Effertz',108,'1.9','Private Room','Houston',27,true'
145,'145-Ana Pfannerstill',179,'0.7','Shared Room','Boston',84,true'
146,'146-Noemy Hansen',133,'1.1','Entire Home','San Francisco',46,true'
147,'147-Annamarie Connelly',120,'1.1','Entire Home','San Francisco',67,false'
148,'148-Deja Marquardt',79,'3.9','Entire Home','Paris',74,true'
149,'149-Boris Hoppe V',136,'3.5','Shared Room','San Francisco',0,true'
150,'150-Jon Swaniawski',152,'0.2','Shared Room','New York',49,true'
151,'151-Earline Homenick',56,'2.1','Entire Home','Seattle',106,false'
152,'152-Braden Kiehn IV',125,'5.0','Private Room','Los Angeles',41,true'
153,'153-Eloisa Little',60,'0.2','Entire Home','Boston',114,false'
154,'154-Giovanna Hickle',60,'2.9','Shared Room','New York',58,false'
155,'155-Gino Hauck',189,'0.8','Private Room','Boston',58,false'
156,'156-Ms. Samantha Schaefer',80,'2.3','Shared Room','San Francisco',70,true'
157,'157-Jazmyne Fritsch',140,'1.7','Shared Room','San Francisco',45,true'
158,'158-Esteban Bailey',80,'2.8','Shared Room','Boston',54,true'
159,'159-Dr. Destiny Toy',126,'4.6','Private Room','Houston',38,true'
160,'160-Johanna Russel',61,'2.9','Private Room','San Francisco',109,true'
161,'161-Daniella Dickens',77,'3.5','Shared Room','Los Angeles',16,true'
162,'162-Mariam Farrell',145,'1.3','Shared Room','Boston',101,false'
163,'163-Dr. Deven Green',98,'1.0','Shared Room','New York',10,true'
164,'164-Salma Hammes IV',61,'1.3','Shared Room','Seattle',86,false'
165,'165-Donna Lynch',84,'3.0','Entire Home','Austin',119,false'
166,'166-Queen Spencer',60,'0.7','Entire Home','Seattle',17,false'
167,'167-Schuyler Tromp',162,'1.1','Shared Room','San Francisco',22,false'
168,'168-Saul Krajcik',78,'2.0','Shared Room','Austin',8,true'
169,'169-Nels Murazik',59,'1.8','Shared Room','New York',18,false'
170,'170-Elisabeth Trantow',191,'1.2','Entire Home','Boston',97,true'
171,'171-Paolo Corkery',62,'3.4','Private Room','Boston',75,true'
172,'172-Tremaine Doyle',161,'2.9','Private Room','Seattle',73,false'
173,'173-Christian Barrows',73,'3.3','Entire Home','Paris',103,false'
174,'174-Prince Spencer',180,'2.7','Shared Room','New York',83,false'
175,'175-Marjolaine Runte',51,'1.0','Shared Room','Paris',62,true'
176,'176-Benny Monahan DVM',139,'1.2','Private Room','Paris',39,false'
177,'177-Miss Walter Spencer',50,'5.0','Entire Home','Houston',43,false'
178,'178-Tiana Deckow',196,'2.6','Shared Room','New York',15,true'
179,'179-Shanny Schinner',183,'4.0','Shared Room','Houston',48,true'
180,'180-Boyd Lehner',79,'4.2','Private Room','Los Angeles',61,true'
181,'181-Kathryne Runte',161,'1.2','Entire Home','Los Angeles',7,false'
182,'182-Sheila Johnston',149,'3.4','Private Room','Paris',89,false'
183,'183-Kevin Boehm',111,'2.9','Shared Room','Los Angeles',112,false'
184,'184-Ransom Harris',119,'4.2','Entire Home','Seattle',34,false'
185,'185-Dawn O''Conner',154,'2.3','Shared Room','Seattle',24,false'
186,'186-Elvis Bernhard',178,'2.0','Entire Home','Paris',114,false'
187,'187-Schuyler Gusikowski',88,'3.2','Shared Room','New York',0,true'
188,'188-Nettie Wiza PhD',129,'4.1','Private Room','Boston',66,true'
189,'189-Jaqueline Muller',118,'0.6','Entire Home','Los Angeles',108,true'
190,'190-Bobby Monahan DDS',165,'1.4','Private Room','San Francisco',19,false'
191,'191-Gerry Runolfsson',156,'4.5','Private Room','Houston',46,false'
192,'192-Otilia Weissnat',144,'0.7','Entire Home','Austin',27,false'
193,'193-Janick Zboncak',183,'2.9','Private Room','Houston',98,false'
194,'194-Jerod Stracke',153,'4.3','Shared Room','Boston',50,true'
195,'195-Miss Mossie Tromp',100,'0.5','Private Room','New York',95,false'
196,'196-Maryjane Hilll',58,'2.2','Shared Room','Austin',91,true'
197,'197-Ebba Dietrich',133,'1.0','Entire Home','Houston',87,false'
198,'198-Dorothea Lehner',74,'3.3','Private Room','Boston',60,true'
199,'199-Ludwig Hermann',59,'4.6','Private Room','San Francisco',99,false'
200,'200-Tyrique Runte',129,'2.1','Entire Home','New York',19,false'
201,'201-Crystal Hayes',193,'3.1','Entire Home','Seattle',71,true'
202,'202-Oral Stroman',193,'4.9','Entire Home','Houston',100,false'
203,'203-Lolita Weissnat IV',88,'4.9','Shared Room','Houston',19,true'
204,'204-Mr. April Moore',58,'2.7','Private Room','Houston',24,false'
205,'205-Hester O''Reilly I',196,'0.4','Entire Home','Paris',96,false'
206,'206-Ms. Pasquale Schuppe',77,'3.1','Private Room','Austin',24,true'
207,'207-Katherine Harber',76,'2.1','Private Room','New York',112,true'
208,'208-Virgil Howe',86,'3.9','Private Room','Seattle',98,false'
209,'209-Winifred Runolfsson',174,'3.7','Shared Room','Paris',119,true'
210,'210-Thaddeus Dare',141,'2.4','Private Room','Los Angeles',35,false'
211,'211-Anabelle Feeney',50,'4.5','Entire Home','New York',91,false'
212,'212-Harmony Boyle',197,'3.3','Private Room','Seattle',32,false'
213,'213-Zita Cummings',57,'4.3','Private Room','Los Angeles',72,true'
214,'214-Thomas Corwin DVM',180,'4.6','Private Room','Austin',66,false'
215,'215-Linnea Casper',132,'0.4','Shared Room','Houston',36,true'
216,'216-Tania Hermann',189,'0.4','Shared Room','San Francisco',59,false'
217,'217-Florian Predovic',55,'1.3','Entire Home','Boston',72,false'
218,'218-Yasmine Schaden',98,'3.1','Private Room','Seattle',29,true'
219,'219-Twila Hauck',165,'0.4','Entire Home','Houston',11,false'
220,'220-Brigitte Kessler',116,'1.1','Entire Home','Houston',69,true'
221,'221-Elda Bartell',160,'2.2','Shared Room','Houston',40,true'
222,'222-Miss Margarita Ebert',163,'4.9','Private Room','Houston',109,false'
223,'223-Mrs. Christ Hintz',75,'1.0','Shared Room','Houston',73,false'
224,'224-Beryl Luettgen',119,'0.0','Shared Room','Los Angeles',42,false'
225,'225-Callie Zboncak',86,'2.5','Shared Room','Seattle',101,true'
226,'226-Nikita Heller',171,'2.8','Private Room','Houston',65,true'
227,'227-Kaylee Runte',93,'1.8','Private Room','Boston',50,true'
228,'228-Hoyt Walter',57,'0.4','Private Room','Austin',91,false'
229,'229-Kiley Runte',94,'0.2','Shared Room','Austin',80,false'
230,'230-Manley Jenkins',91,'1.9','Entire Home','Austin',69,true'
231,'231-Wilmer Rodriguez',82,'0.7','Private Room','Los Angeles',92,false'
232,'232-Amiya Orn',199,'0.7','Entire Home','Paris',3,false'
233,'233-Mrs. Darby Yundt',125,'2.3','Shared Room','Paris',89,true'
234,'234-Dovie Harris',90,'3.4','Shared Room','New York',13,false'
235,'235-Mrs. Mark Conn',61,'2.9','Private Room','Boston',46,false'
236,'236-Rosendo Runolfsdottir',116,'4.6','Shared Room','New York',7,false'
237,'237-Ms. Tyshawn Kunde',145,'4.4','Shared Room','Los Angeles',5,false'
238,'238-Jamal Ernser',191,'0.5','Private Room','Seattle',86,true'
239,'239-Berenice Schoen',120,'1.6','Entire Home','San Francisco',89,false'
240,'240-Keyshawn Borer',149,'3.6','Shared Room','San Francisco',3,true'
241,'241-Elian Wiegand',181,'4.1','Private Room','San Francisco',106,false'
242,'242-Mr. Syble Howe',75,'3.3','Shared Room','Los Angeles',114,false'
243,'243-Genesis Reinger',124,'2.7','Entire Home','San Francisco',115,true'
244,'244-Dale Fisher',175,'2.8','Private Room','Houston',118,true'
245,'245-Jordan Gerhold',167,'3.2','Shared Room','Boston',89,false'
246,'246-Jacques Durgan',107,'4.2','Entire Home','New York',44,true'
247,'247-Dr. Golda Abbott',140,'0.3','Shared Room','San Francisco',19,false'
248,'248-Clarabelle Sawayn',92,'4.9','Private Room','Los Angeles',100,false'
249,'249-Dr. Ibrahim Bernhard',158,'4.6','Entire Home','Austin',63,true'
250,'250-Elenor Konopelski IV',127,'4.9','Private Room','Los Angeles',101,false'
251,'251-Sarah Dietrich',93,'3.4','Entire Home','Austin',17,false'
252,'252-Hillary Turcotte',88,'0.1','Private Room','San Francisco',5,true'
253,'253-Amanda Kohler I',65,'0.5','Shared Room','San Francisco',112,false'
254,'254-Naomi Barrows',179,'1.3','Entire Home','Seattle',13,true'
255,'255-Sister Swift',144,'3.2','Entire Home','Boston',88,true'
256,'256-Kyler Kunde',139,'1.7','Shared Room','Paris',50,true'
257,'257-Felicity Konopelski I',151,'0.4','Entire Home','Seattle',69,true'
258,'258-Phyllis Schinner',114,'4.4','Private Room','Paris',80,false'
259,'259-Ottilie Donnelly',101,'1.8','Private Room','Seattle',40,false'
260,'260-Jamie Hudson',193,'4.8','Private Room','Los Angeles',97,true'
261,'261-Jason Haley',150,'5.0','Shared Room','Boston',46,true'
262,'262-Randal Hand Sr.',126,'1.5','Shared Room','Paris',38,true'
263,'263-Thurman Wolf',171,'4.5','Entire Home','Seattle',18,false'
264,'264-Archibald Williamson',51,'4.7','Entire Home','Seattle',61,false'
265,'265-Dr. Concepcion Hane',193,'2.6','Private Room','Houston',82,false'
266,'266-Martine Heller',180,'4.8','Entire Home','Paris',62,false'
267,'267-Tiana Lowe',56,'0.2','Shared Room','Los Angeles',95,true'
268,'268-Mrs. Howell Ortiz',116,'2.0','Shared Room','Los Angeles',9,true'
269,'269-Wade Ritchie',189,'2.7','Shared Room','Boston',19,false'
270,'270-Bernice Hilpert',187,'1.4','Shared Room','San Francisco',101,false'
271,'271-Lina Erdman V',168,'0.5','Shared Room','Houston',102,true'
272,'272-Regan Jakubowski PhD',134,'0.1','Shared Room','Los Angeles',83,true'
273,'273-Karine Schumm',141,'3.9','Shared Room','San Francisco',3,false'
274,'274-Jewel Goyette',57,'5.0','Private Room','San Francisco',0,false'
275,'275-Margarette Emmerich',116,'1.7','Private Room','Houston',90,false'
276,'276-Deborah Dach',82,'4.9','Private Room','Paris',28,true'
277,'277-Rickey Reichert III',173,'4.9','Private Room','Paris',101,true'
278,'278-Sandrine Frami',199,'0.1','Entire Home','San Francisco',83,false'
279,'279-Kiera Heller',81,'1.4','Private Room','Seattle',30,false'
280,'280-Trycia Simonis',145,'2.2','Shared Room','Boston',84,false'
281,'281-Santos Macejkovic',145,'0.2','Entire Home','Seattle',3,false'
282,'282-Alysha Collier',97,'3.8','Private Room','Paris',60,true'
283,'283-Tiana Corwin',197,'4.8','Private Room','Austin',36,false'
284,'284-Ms. Deborah Marquardt',143,'3.7','Private Room','Paris',12,false'
285,'285-Jesus Connelly',79,'4.2','Private Room','San Francisco',88,false'
286,'286-Lennie Murazik',103,'2.9','Private Room','New York',102,true'
287,'287-Miss Diego Conroy',191,'3.1','Shared Room','Paris',45,true'
288,'288-Miss Lafayette Treutel',191,'2.8','Private Room','Houston',26,true'
289,'289-Waldo Spencer I',167,'2.7','Entire Home','San Francisco',111,true'
290,'290-Nicholaus Bernier',142,'4.2','Shared Room','Seattle',20,true'
291,'291-Holden Welch',128,'2.5','Private Room','San Francisco',76,false'
292,'292-Nannie Hagenes',103,'1.8','Entire Home','New York',2,true'
293,'293-Gloria Nitzsche',184,'3.3','Shared Room','Boston',115,true'
294,'294-Erik Rogahn',130,'2.3','Private Room','Austin',119,false'
295,'295-August Schmidt',113,'2.4','Shared Room','San Francisco',8,true'
296,'296-Annamarie Gutkowski',172,'2.8','Entire Home','Boston',105,false'
297,'297-Cedrick Runolfsdottir',173,'2.3','Entire Home','San Francisco',25,false'
298,'298-George Roberts',191,'1.2','Shared Room','Seattle',22,false'
299,'299-Cheyanne Hagenes DVM',128,'4.4','Shared Room','Seattle',4,false'
300,'300-Gerardo O''Kon',170,'3.2','Entire Home','Paris',86,true'
301,'301-Mrs. Caleb Quigley',117,'3.1','Shared Room','Los Angeles',101,true'
302,'302-Maryjane Roberts',133,'2.3','Shared Room','New York',36,false'
303,'303-Alisa Mohr',62,'0.5','Shared Room','Paris',97,true'
304,'304-Braulio Johnston',95,'4.7','Shared Room','Paris',99,true'
305,'305-Blanche Langosh',174,'3.8','Entire Home','Paris',8,true'
306,'306-Remington Kertzmann',99,'2.2','Shared Room','San Francisco',39,true'
307,'307-Edna Schumm',179,'0.4','Private Room','Paris',0,true'
308,'308-Lina Schuppe',197,'0.4','Private Room','Houston',6,false'
309,'309-Clementine Thiel',157,'3.9','Private Room','San Francisco',18,false'
310,'310-Harold Oberbrunner',189,'4.1','Entire Home','Houston',65,false'
311,'311-Rodolfo Corwin',57,'0.7','Private Room','Austin',2,true'
312,'312-Ryley Rutherford',125,'2.0','Entire Home','Boston',13,false'
313,'313-Keanu Lowe',100,'3.9','Shared Room','Boston',87,false'
314,'314-Salma Wilderman III',135,'4.1','Entire Home','Seattle',95,true'
315,'315-Mikayla Kautzer',163,'4.1','Private Room','Paris',113,true'
316,'316-Maureen Kuvalis Jr.',158,'2.6','Entire Home','New York',22,true'
317,'317-Gilberto Hilll',179,'1.5','Private Room','Seattle',98,true'
318,'318-Destiny Hodkiewicz',168,'3.9','Entire Home','Paris',2,false'
319,'319-Ramona Renner',63,'4.1','Private Room','Seattle',92,true'
320,'320-Lester Yost',151,'5.0','Private Room','Los Angeles',89,true'
321,'321-Meagan Vandervort',144,'1.2','Entire Home','Paris',106,false'
322,'322-Jordan Veum III',70,'0.6','Entire Home','Boston',81,true'
323,'323-Alexandro Pfeffer',80,'0.5','Entire Home','Seattle',101,true'
324,'324-Ethel Abbott',99,'0.5','Private Room','New York',1,true'
325,'325-Sigurd Wuckert',153,'1.9','Private Room','Boston',106,true'
326,'326-Melba Kuhlman PhD',170,'4.7','Entire Home','Houston',78,true'
327,'327-Dr. Shanelle Wintheiser',67,'1.3','Private Room','Seattle',118,true'
328,'328-Bonnie Gibson',159,'3.2','Private Room','Los Angeles',0,false'
329,'329-Esther Aufderhar',95,'3.6','Shared Room','San Francisco',79,true'
330,'330-Johnnie Morissette DVM',160,'4.7','Entire Home','New York',5,false'
331,'331-Sincere Kerluke',106,'2.2','Entire Home','Seattle',10,true'
332,'332-Kiley Sawayn',94,'0.2','Shared Room','Los Angeles',3,true'
333,'333-Edgardo Schumm',140,'4.3','Private Room','New York',18,false'
334,'334-Lily Walter Sr.',180,'2.9','Private Room','Houston',119,false'
335,'335-Miss Jeffery Glover',150,'1.4','Private Room','New York',29,true'
336,'336-Mateo Grady',85,'2.6','Entire Home','Austin',3,true'
337,'337-Kristin Krajcik',108,'2.2','Private Room','Paris',63,true'
338,'338-Clarabelle Sanford',82,'1.1','Shared Room','Boston',67,false'
339,'339-Aubree Terry',96,'2.1','Entire Home','Paris',2,false'
340,'340-Thomas Grimes',66,'1.8','Private Room','New York',10,true'
341,'341-Grover Champlin',131,'2.9','Private Room','Boston',112,true'
342,'342-Emely Brakus',197,'1.8','Shared Room','Austin',45,true'
343,'343-Nicolas Hackett',180,'3.9','Entire Home','Paris',115,false'
344,'344-Landen Runolfsson',87,'2.6','Entire Home','Paris',76,false'
345,'345-Joshuah Beahan',105,'1.5','Shared Room','Seattle',32,true'
346,'346-Amos Kutch',50,'0.9','Entire Home','Boston',24,true'
347,'347-Ricky Smith',82,'0.1','Private Room','Austin',73,true'
348,'348-Ariane Pacocha',123,'3.1','Private Room','New York',4,true'
349,'349-Gladys Zemlak',135,'4.0','Entire Home','San Francisco',36,false'
350,'350-Brady Flatley',58,'1.3','Private Room','Austin',2,false'
351,'351-Jovan Hirthe',116,'3.9','Entire Home','Los Angeles',110,false'
352,'352-Ignacio Breitenberg',102,'3.5','Shared Room','Paris',40,false'
353,'353-Marlon Willms',116,'1.1','Private Room','Boston',110,true'
354,'354-Serena Cummerata',194,'2.0','Private Room','Seattle',14,false'
355,'355-Sheldon Kunze',145,'3.4','Shared Room','Houston',68,true'
356,'356-Nia Hammes',199,'2.3','Shared Room','Houston',62,false'
357,'357-Laverna Von',69,'0.2','Entire Home','Seattle',68,false'
358,'358-Jairo Torp',159,'0.1','Private Room','Boston',16,true'
359,'359-Katlyn Daugherty Sr.',96,'3.6','Private Room','Seattle',83,true'
360,'360-Kevin Hickle',152,'4.0','Entire Home','Boston',117,true'
361,'361-Miss Bill Dooley',118,'0.7','Private Room','Houston',116,false'
362,'362-Charles Gusikowski DVM',163,'2.3','Shared Room','Los Angeles',87,true'
363,'363-Dorris Wisoky',103,'5.0','Entire Home','San Francisco',30,false'
364,'364-Mr. Nayeli Brakus',104,'0.4','Entire Home','Austin',64,true'
365,'365-Vickie Carroll',181,'3.8','Shared Room','Austin',39,true'
366,'366-Yasmine Okuneva',65,'2.9','Shared Room','Boston',119,false'
367,'367-Laura Nitzsche',164,'1.2','Entire Home','New York',67,false'
368,'368-Bradly Bashirian',94,'3.9','Private Room','Austin',39,false'
369,'369-Alexandrea Schiller',87,'1.4','Shared Room','Houston',3,true'
370,'370-Icie Ondricka',93,'4.3','Private Room','San Francisco',102,false'
371,'371-Coralie Bechtelar',151,'2.9','Private Room','Houston',17,true'
372,'372-Antwon Littel',56,'1.8','Shared Room','Boston',30,false'
373,'373-Alivia Grady',118,'3.9','Entire Home','Seattle',80,true'
374,'374-Yasmeen Becker I',185,'4.2','Entire Home','Paris',87,true'
375,'375-Dr. Linnea Morar',110,'5.0','Shared Room','Seattle',48,true'
